Age,Gender,Department,JobRole,Education,MaritalStatus,MonthlyIncome,JobSatisfaction,YearsAtCompany,OverTime,Attrition
20,Male,Sales,Sales Executive,1,Single,12201,3,31,No,No
29,Female,Sales,Laboratory Technician,1,Married,4096,2,27,No,No
43,Female,Sales,Human Resources,5,Married,5972,3,31,No,Yes
33,Female,Research & Development,Sales Executive,1,Single,3607,4,17,No,No
54,Female,Research & Development,Laboratory Technician,5,Married,10849,2,33,No,No
39,Male,Sales,Manager,5,Married,10253,1,28,No,No
46,Male,Human Resources,Sales Executive,3,Single,2080,1,20,No,No
31,Female,Research & Development,Laboratory Technician,2,Married,5588,4,0,No,No
45,Male,Sales,Research Scientist,1,Married,6090,3,15,Yes,No
22,Male,Sales,Research Scientist,1,Single,5149,1,32,No,No
47,Male,Human Resources,Human Resources,1,Married,4790,1,20,No,Yes
22,Male,Research & Development,Laboratory Technician,5,Married,7927,2,34,No,No
29,Male,Sales,Research Scientist,4,Married,10469,2,26,Yes,No
33,Male,Research & Development,Human Resources,2,Single,8017,2,19,No,No
43,Male,Research & Development,Sales Executive,1,Married,8160,2,30,No,Yes
43,Male,Sales,Sales Executive,4,Single,5112,1,15,No,No
38,Female,Research & Development,Laboratory Technician,4,Married,8543,2,13,Yes,No
56,Female,Research & Development,Laboratory Technician,4,Single,8535,4,31,No,No
53,Male,Research & Development,Laboratory Technician,2,Married,4813,4,31,No,No
50,Female,Research & Development,Laboratory Technician,4,Married,5417,2,1,No,No
47,Male,Sales,Research Scientist,1,Single,2061,2,21,Yes,No
54,Male,Research & Development,Research Scientist,1,Single,2618,3,36,No,No
40,Female,Research & Development,Human Resources,3,Single,4915,2,16,No,No
27,Female,Research & Development,Research Scientist,5,Single,3325,1,31,Yes,Yes
22,Female,Sales,Sales Executive,4,Married,8011,4,37,Yes,No
53,Male,Sales,Human Resources,5,Married,5602,4,16,No,No
51,Male,Sales,Research Scientist,5,Divorced,7331,1,33,No,No
48,Female,Sales,Laboratory Technician,5,Divorced,2948,2,6,Yes,No
27,Male,Sales,Research Scientist,5,Married,9246,3,28,No,No
36,Male,Research & Development,Manager,5,Single,7223,4,16,No,Yes
49,Female,Sales,Human Resources,1,Single,7011,3,23,No,No
18,Female,Research & Development,Research Scientist,2,Married,8367,4,7,No,No
22,Female,Sales,Research Scientist,4,Married,6796,3,22,No,No
21,Male,Sales,Sales Executive,4,Married,3466,4,32,No,No
33,Female,Sales,Laboratory Technician,1,Divorced,7567,3,28,No,No
41,Male,Sales,Laboratory Technician,1,Married,4031,2,18,No,Yes
33,Male,Research & Development,Sales Executive,5,Single,6527,2,4,No,No
19,Female,Sales,Sales Executive,2,Single,4067,1,36,No,No
45,Male,Human Resources,Manager,4,Married,10155,1,22,No,No
49,Male,Human Resources,Human Resources,3,Married,7674,3,25,No,No
44,Female,Research & Development,Laboratory Technician,1,Single,8518,3,23,Yes,No
37,Male,Research & Development,Sales Executive,3,Married,4101,4,20,Yes,No
41,Male,Sales,Sales Executive,4,Married,6747,1,32,No,Yes
29,Male,Research & Development,Human Resources,1,Married,6475,1,25,Yes,Yes
52,Male,Research & Development,Sales Executive,4,Single,6275,4,9,Yes,No
50,Male,Sales,Manager,1,Married,1156,3,28,No,No
50,Female,Sales,Human Resources,4,Married,10910,1,34,No,No
54,Female,Sales,Manager,3,Single,5903,3,27,No,No
29,Male,Research & Development,Research Scientist,2,Married,7254,2,11,No,No
20,Female,Research & Development,Laboratory Technician,1,Married,2713,3,6,No,No
18,Male,Sales,Sales Executive,3,Married,9659,2,15,No,No
50,Male,Research & Development,Human Resources,4,Single,9448,2,19,No,No
57,Female,Research & Development,Manager,3,Divorced,8135,4,28,Yes,No
27,Male,Research & Development,Laboratory Technician,1,Single,6682,4,34,No,No
46,Female,Sales,Laboratory Technician,3,Married,11838,2,27,No,No
30,Male,Research & Development,Sales Executive,4,Married,8457,4,6,Yes,No
29,Female,Research & Development,Laboratory Technician,5,Married,2584,1,21,No,No
48,Male,Research & Development,Sales Executive,2,Married,6561,1,13,No,No
19,Male,Research & Development,Research Scientist,2,Married,7459,3,35,Yes,No
52,Male,Research & Development,Sales Executive,5,Married,6262,2,9,Yes,No
40,Female,Sales,Manager,1,Married,7432,3,1,No,No
34,Male,Research & Development,Laboratory Technician,3,Single,9603,2,21,Yes,No
43,Female,Human Resources,Laboratory Technician,3,Single,5528,2,15,No,No
25,Male,Research & Development,Laboratory Technician,5,Single,5050,3,34,No,No
46,Male,Sales,Sales Executive,5,Divorced,3286,3,39,No,No
43,Male,Sales,Human Resources,4,Married,1335,3,10,Yes,No
27,Female,Human Resources,Sales Executive,4,Divorced,5219,3,32,No,No
43,Female,Sales,Manager,2,Single,4306,1,33,Yes,No
51,Male,Sales,Sales Executive,1,Married,5483,2,32,Yes,No
58,Female,Sales,Laboratory Technician,1,Single,4536,4,18,No,No
24,Male,Human Resources,Research Scientist,5,Married,3313,2,19,Yes,No
21,Female,Sales,Manager,2,Single,4623,1,9,No,No
28,Female,Research & Development,Research Scientist,2,Single,7282,2,18,Yes,No
46,Male,Research & Development,Manager,4,Married,4661,1,11,No,No
53,Male,Sales,Manager,3,Single,5528,2,9,No,No
42,Female,Research & Development,Laboratory Technician,1,Married,11236,1,6,No,No
38,Female,Research & Development,Sales Executive,2,Married,8687,4,39,No,No
53,Female,Research & Development,Laboratory Technician,4,Married,6569,4,10,No,No
27,Male,Research & Development,Laboratory Technician,4,Divorced,6652,4,15,No,No
54,Male,Human Resources,Laboratory Technician,4,Single,4224,4,32,No,No
26,Male,Research & Development,Research Scientist,3,Married,4950,1,37,No,No
41,Female,Sales,Manager,2,Married,5306,2,16,Yes,No
52,Female,Research & Development,Human Resources,5,Married,6262,4,24,No,Yes
52,Male,Research & Development,Sales Executive,5,Single,5889,4,30,No,No
53,Male,Human Resources,Laboratory Technician,4,Married,3178,2,0,Yes,No
35,Male,Human Resources,Manager,4,Single,7490,2,38,Yes,No
56,Male,Sales,Sales Executive,3,Single,4566,3,19,No,No
49,Male,Human Resources,Human Resources,4,Single,10805,2,8,No,No
41,Male,Sales,Human Resources,2,Single,9124,2,1,No,No
40,Male,Research & Development,Laboratory Technician,4,Single,1846,2,0,No,No
49,Male,Sales,Human Resources,4,Single,5366,3,38,No,No
54,Male,Research & Development,Human Resources,2,Married,10020,2,4,No,No
29,Male,Research & Development,Sales Executive,1,Single,7656,1,11,No,No
30,Male,Research & Development,Sales Executive,5,Single,6222,4,13,No,No
40,Male,Human Resources,Laboratory Technician,4,Married,186,1,38,Yes,No
42,Male,Research & Development,Manager,2,Single,5456,3,31,Yes,No
52,Male,Research & Development,Laboratory Technician,5,Single,6525,3,39,No,Yes
58,Male,Research & Development,Research Scientist,3,Married,860,3,8,No,No
47,Female,Research & Development,Human Resources,1,Single,7533,3,32,No,No
34,Female,Human Resources,Manager,4,Single,4245,3,24,Yes,No
37,Female,Human Resources,Sales Executive,1,Married,6753,4,37,No,No
42,Male,Sales,Research Scientist,4,Married,6329,2,13,No,No
39,Female,Research & Development,Research Scientist,4,Married,5361,1,8,Yes,No
30,Female,Sales,Human Resources,4,Divorced,7978,1,26,No,No
36,Male,Research & Development,Sales Executive,1,Married,6703,2,18,No,No
53,Male,Sales,Manager,3,Married,12789,3,24,Yes,No
29,Female,Research & Development,Sales Executive,2,Single,10444,2,31,No,No
58,Male,Sales,Human Resources,2,Married,3468,3,21,No,No
36,Male,Sales,Research Scientist,3,Single,8967,4,28,No,No
29,Female,Sales,Human Resources,3,Married,4158,1,27,No,No
26,Female,Sales,Laboratory Technician,4,Married,3064,1,12,No,No
24,Male,Research & Development,Research Scientist,4,Married,2309,4,27,No,No
45,Male,Sales,Human Resources,2,Divorced,5104,4,2,No,No
31,Male,Sales,Manager,4,Divorced,8514,3,29,Yes,No
48,Female,Sales,Manager,4,Single,6395,2,10,No,No
36,Male,Research & Development,Manager,3,Single,7271,3,1,No,No
33,Male,Research & Development,Laboratory Technician,1,Married,-2067,3,8,No,No
22,Female,Sales,Sales Executive,5,Married,5427,1,32,No,No
52,Male,Research & Development,Manager,5,Married,3368,3,25,No,No
29,Female,Research & Development,Laboratory Technician,4,Married,2050,2,15,No,No
42,Male,Sales,Manager,4,Married,2990,3,24,No,Yes
38,Male,Research & Development,Laboratory Technician,5,Divorced,6177,1,0,Yes,No
53,Female,Sales,Manager,3,Married,7644,2,20,No,No
40,Male,Research & Development,Sales Executive,5,Married,3724,2,19,No,No
33,Male,Sales,Human Resources,5,Married,7472,1,4,Yes,No
56,Male,Human Resources,Manager,5,Married,8041,1,16,Yes,No
59,Female,Sales,Human Resources,4,Married,6824,3,39,Yes,No
56,Female,Research & Development,Manager,4,Married,3854,1,37,Yes,Yes
31,Female,Human Resources,Sales Executive,5,Divorced,4756,4,0,No,No
48,Male,Sales,Human Resources,4,Married,6819,1,12,No,No
22,Male,Research & Development,Laboratory Technician,5,Single,4210,4,17,Yes,No
52,Male,Sales,Manager,3,Married,7616,1,3,No,No
40,Female,Research & Development,Manager,4,Married,3230,4,13,Yes,No
46,Male,Sales,Laboratory Technician,1,Single,6952,4,4,No,No
28,Female,Sales,Sales Executive,4,Married,8267,1,32,No,No
35,Male,Research & Development,Research Scientist,3,Married,6478,2,25,Yes,No
29,Female,Research & Development,Manager,3,Married,3523,2,3,No,No
26,Female,Research & Development,Laboratory Technician,4,Married,1923,4,29,Yes,No
27,Female,Sales,Research Scientist,2,Married,3231,2,16,No,No
34,Male,Sales,Manager,5,Divorced,7218,1,27,Yes,No
55,Male,Research & Development,Human Resources,5,Single,5485,4,5,Yes,No
24,Male,Research & Development,Laboratory Technician,3,Single,4498,3,26,No,No
30,Male,Sales,Human Resources,4,Married,6994,4,35,No,No
57,Male,Sales,Sales Executive,2,Married,1035,3,6,No,No
59,Male,Sales,Research Scientist,1,Single,5344,3,0,No,Yes
26,Male,Sales,Laboratory Technician,5,Single,3233,4,9,Yes,No
44,Female,Sales,Manager,2,Married,2623,3,12,Yes,No
19,Female,Sales,Manager,5,Single,4713,2,31,No,Yes
22,Male,Research & Development,Research Scientist,4,Married,12180,3,13,No,No
46,Female,Research & Development,Human Resources,5,Married,7580,2,32,No,No
54,Male,Sales,Human Resources,1,Married,3173,4,29,No,No
55,Male,Sales,Laboratory Technician,4,Single,9027,3,8,Yes,No
36,Male,Sales,Laboratory Technician,3,Married,2733,3,5,No,No
25,Female,Research & Development,Human Resources,2,Married,9793,2,9,No,No
18,Male,Human Resources,Laboratory Technician,5,Married,3796,2,10,Yes,No
39,Male,Research & Development,Human Resources,4,Married,6273,4,38,No,No
34,Female,Research & Development,Research Scientist,4,Single,11214,4,19,Yes,No
24,Male,Research & Development,Laboratory Technician,5,Single,5124,3,24,Yes,No
42,Female,Sales,Human Resources,3,Single,10594,1,11,No,No
21,Female,Sales,Laboratory Technician,5,Single,5819,3,21,No,No
53,Female,Research & Development,Manager,3,Married,5782,3,11,No,No
23,Male,Sales,Manager,5,Married,3784,4,13,No,No
48,Male,Research & Development,Sales Executive,4,Single,9531,4,35,No,No
36,Male,Research & Development,Human Resources,1,Married,4760,3,13,Yes,No
56,Male,Research & Development,Sales Executive,1,Divorced,10762,2,1,No,No
44,Male,Sales,Human Resources,4,Married,4430,4,1,Yes,No
27,Male,Research & Development,Laboratory Technician,1,Single,4861,3,5,No,No
43,Female,Research & Development,Human Resources,3,Married,8509,1,24,No,No
36,Female,Research & Development,Manager,4,Married,5728,3,2,No,No
56,Male,Research & Development,Laboratory Technician,3,Married,6721,1,22,No,No
20,Male,Human Resources,Manager,4,Single,2727,1,8,Yes,No
30,Male,Sales,Laboratory Technician,3,Married,6275,1,30,No,No
45,Male,Research & Development,Human Resources,3,Married,6927,3,27,No,No
37,Female,Sales,Human Resources,1,Married,10310,4,24,No,No
45,Female,Sales,Manager,4,Married,4803,2,34,Yes,Yes
25,Female,Human Resources,Research Scientist,5,Single,6843,2,0,No,No
58,Female,Human Resources,Human Resources,1,Married,9025,3,1,No,No
56,Male,Sales,Research Scientist,3,Single,6106,3,14,Yes,No
18,Female,Sales,Laboratory Technician,3,Single,8715,1,39,No,No
20,Male,Sales,Research Scientist,5,Married,12245,4,15,Yes,No
30,Female,Research & Development,Manager,5,Single,6073,3,22,No,No
45,Male,Sales,Sales Executive,3,Single,9309,2,34,Yes,No
42,Male,Sales,Sales Executive,5,Married,7287,3,7,No,No
50,Male,Sales,Manager,2,Married,8143,4,6,No,No
55,Male,Research & Development,Sales Executive,1,Single,7762,4,20,No,No
23,Female,Human Resources,Manager,4,Married,8666,3,34,No,No
49,Male,Sales,Human Resources,5,Single,8500,3,38,No,No
38,Male,Research & Development,Research Scientist,5,Single,5824,4,36,No,No
33,Male,Sales,Sales Executive,2,Married,4610,4,32,No,No
38,Female,Research & Development,Human Resources,4,Single,7063,1,36,No,No
28,Male,Research & Development,Sales Executive,2,Divorced,2367,3,34,No,No
54,Female,Sales,Laboratory Technician,4,Single,7546,3,17,Yes,Yes
53,Female,Sales,Manager,1,Married,7864,3,18,No,No
52,Female,Research & Development,Manager,5,Married,5552,2,9,No,No
36,Female,Sales,Human Resources,1,Divorced,6110,1,3,No,Yes
37,Male,Research & Development,Laboratory Technician,4,Married,8279,4,29,No,No
35,Male,Sales,Research Scientist,5,Married,7867,1,32,No,No
58,Female,Sales,Laboratory Technician,2,Divorced,8316,2,3,Yes,No
31,Male,Research & Development,Laboratory Technician,3,Single,7942,1,8,No,No
32,Male,Research & Development,Research Scientist,2,Married,6265,2,16,No,Yes
48,Female,Research & Development,Research Scientist,3,Single,5962,1,38,No,No
18,Male,Sales,Laboratory Technician,2,Married,7055,1,23,No,No
20,Female,Research & Development,Sales Executive,4,Married,9633,1,38,Yes,No
33,Male,Research & Development,Sales Executive,1,Single,6660,3,12,No,Yes
40,Female,Research & Development,Laboratory Technician,3,Married,9262,4,25,Yes,No
28,Male,Research & Development,Sales Executive,4,Single,918,1,18,Yes,No
29,Female,Sales,Research Scientist,1,Married,6804,3,16,Yes,No
27,Male,Research & Development,Research Scientist,1,Single,6206,3,29,No,No
49,Male,Research & Development,Sales Executive,5,Married,1835,3,25,No,No
33,Female,Sales,Research Scientist,5,Single,2211,2,12,No,No
25,Male,Research & Development,Manager,5,Single,7153,1,17,No,No
55,Male,Sales,Research Scientist,3,Married,6267,4,20,No,No
29,Male,Sales,Laboratory Technician,3,Single,7976,1,33,No,No
41,Female,Human Resources,Human Resources,1,Married,-492,1,8,No,Yes
45,Male,Sales,Sales Executive,3,Divorced,8673,4,29,No,No
25,Female,Sales,Sales Executive,1,Single,8691,3,28,No,No
45,Male,Research & Development,Research Scientist,4,Married,2541,1,28,No,No
53,Male,Human Resources,Research Scientist,2,Single,9519,3,18,No,No
43,Female,Human Resources,Human Resources,1,Single,10476,3,7,No,No
25,Female,Research & Development,Human Resources,1,Single,2665,3,16,Yes,No
45,Female,Sales,Laboratory Technician,4,Divorced,6269,4,11,No,Yes
45,Female,Human Resources,Manager,5,Single,6495,3,14,Yes,No
54,Male,Research & Development,Laboratory Technician,5,Married,1505,1,4,No,No
58,Male,Sales,Sales Executive,5,Divorced,5174,3,33,No,No
53,Male,Research & Development,Research Scientist,1,Single,9510,2,2,No,No
44,Female,Sales,Laboratory Technician,1,Married,3850,2,4,No,No
34,Female,Sales,Research Scientist,3,Married,10571,2,33,No,No
26,Male,Research & Development,Research Scientist,3,Single,6921,3,8,No,No
50,Male,Research & Development,Laboratory Technician,2,Single,4021,1,23,No,No
37,Male,Sales,Laboratory Technician,2,Married,6112,1,4,No,No
30,Female,Sales,Human Resources,3,Married,2341,3,26,Yes,No
45,Male,Research & Development,Manager,1,Married,7070,3,19,No,No
46,Male,Sales,Human Resources,4,Single,5519,4,1,No,No
30,Male,Sales,Manager,3,Single,4934,3,22,No,No
52,Female,Research & Development,Laboratory Technician,1,Divorced,2384,2,33,Yes,No
23,Female,Research & Development,Manager,3,Single,5797,4,28,No,No
35,Female,Research & Development,Sales Executive,5,Married,6512,4,34,Yes,No
22,Male,Research & Development,Human Resources,3,Single,2574,3,29,No,No
42,Male,Research & Development,Human Resources,5,Married,8702,3,2,No,No
19,Female,Research & Development,Human Resources,1,Divorced,6694,4,9,No,No
27,Female,Sales,Research Scientist,5,Single,3879,4,33,No,No
47,Male,Research & Development,Research Scientist,3,Single,5761,4,0,No,No
22,Male,Research & Development,Laboratory Technician,5,Married,8092,4,5,Yes,No
50,Male,Sales,Laboratory Technician,4,Single,9424,4,5,Yes,Yes
18,Male,Sales,Research Scientist,5,Married,9967,1,15,No,No
35,Female,Research & Development,Human Resources,5,Married,10500,4,0,No,No
49,Male,Sales,Research Scientist,2,Single,2674,4,4,No,Yes
28,Male,Sales,Manager,4,Single,4224,1,24,Yes,No
38,Male,Research & Development,Human Resources,1,Married,2497,2,26,No,No
43,Male,Research & Development,Research Scientist,5,Married,8727,2,37,No,No
42,Male,Research & Development,Laboratory Technician,4,Single,5567,2,25,No,No
39,Male,Sales,Research Scientist,1,Married,9156,2,15,No,No
44,Male,Sales,Sales Executive,4,Married,2457,3,25,Yes,No
30,Female,Research & Development,Research Scientist,2,Married,4277,3,36,No,No
50,Male,Sales,Human Resources,1,Single,4004,4,27,No,No
51,Male,Research & Development,Research Scientist,1,Single,9096,4,27,Yes,No
58,Female,Sales,Laboratory Technician,5,Married,7751,2,29,No,No
52,Female,Human Resources,Manager,3,Married,927,2,12,Yes,No
18,Female,Research & Development,Sales Executive,1,Married,4834,1,24,No,Yes
38,Male,Sales,Human Resources,1,Single,8398,1,18,Yes,Yes
23,Male,Research & Development,Laboratory Technician,2,Married,8783,1,12,No,Yes
45,Male,Sales,Sales Executive,2,Married,7034,2,10,No,No
34,Male,Sales,Research Scientist,2,Single,6451,1,22,No,No
22,Male,Research & Development,Sales Executive,5,Single,3673,4,13,No,No
48,Female,Sales,Manager,1,Married,8675,2,9,No,No
22,Male,Research & Development,Sales Executive,2,Married,3007,3,33,No,No
55,Male,Sales,Sales Executive,2,Single,1971,2,39,Yes,No
